name	cusip	firstyr	gvkey	lastyr	pdpco	pdpseq	begyr	endyr	match
"MAMMATECH CORP"	"561508"	1983	6981	2006	6981	1	1983	2006	0
"MAMMOTH MART INC"	"561569"	1965	6982	1976	6982	1	1965	1976	
"MAMMOTH MINING CO"	"561586"	1976	6983	1985	6983	1	1976	1985	
"MAMMOTH RESOURCES INC"	"561610"	1984	6984	1991	6984	1	1984	1991	
"MANAGEMENT ASSISTANCE LIQ TR"	"561671"	1970	6985	1996	6985	1	1970	1996	1
"MANAGEMENT SCIENCE AMERICA"	"561699"	1980	6986	1988	6986	1	1980	1988	
"MANAGEMENT SUPPORT TECH INC"	"561702"	1983	6987	1985	6987	1	1983	1985	
"MANATI INDUSTRIES INC"	"562020"	1974	6988	1989	6988	1	1974	1989	0
"HOWE RICHARDSON INC"	"443009"	1960	6989	1989	6989	1	1960	1989	1
"MANHATTAN INDUSTRIES INC"	"562876"	1950	6990	1987	6990	1	1950	1987	
"MANHATTAN NATIONAL CORP"	"563114"	1979	6991	1990	6991	1	1979	1990	
"MANISCHEWITZ (B.) CO"	"563299"	1974	6992	1990	6992	1	1974	1990	0
"MANITOWOC CO"	"563571"	1972	6994	2006	6994	1	1972	2006	1
"HICKORY TECH CORP"	"429060"	1974	6995	2006	6995	1	1974	2006	
"MANN MFG INC"	"563765"	1972	6996	1975	6996	1	1972	1975	
"MANNING (MARTHA) CO"	"563826"	1974	6997	1984	6997	1	1974	1984	
"MANOR CARE INC-OLD"	"564054"	1967	6998	1997	24607	1	1967	1989	
"MANPOWER INC-OLD"	"564181"	1960	6999	1975	14370	-1			0
"MANSFIELD TIRE & RUBBER CO"	"564402"	1950	7000	1979	7000	1	1950	1979	
"MANSION INDUSTRIES INC"	"564444"	1975	7001	1992	7001	1	1975	1992	1
"MANUFACTURED HOMES  -CL A"	"564685"	1982	7002	1990	7002	1	1982	1990	
"MANUFACTURERS HANOVER CORP"	"564809"	1961	7003	1990	7003	1	1961	1990	1
"MANUFACTURERS HANOVER FINL"	"564990"	1983	7004	1983	7004	1	1983	1983	
"MANUFACTURERS NATIONAL CORP"	"565004"	1959	7005	1991	7005	1	1959	1991	
"MANUFACTURING DATA SYSTEMS"	"565010"	1976	7006	1979	7006	1	1976	1979	
"JOHNS MANVILLE CP"	"478129"	1950	7007	1999	7007	1	1950	1999	1
"MAPCO INC"	"565097"	1962	7008	1997	7008	1	1962	1997	1
"MAPI INC"	"565104"	1972	7009	1979	7009	1	1972	1979	
"MAPLE PRESS CO"	"565311"	1974	7012	1982	7012	1	1974	1982	1
"MARANTZ INC"	"565754"	1965	7013	1985	7013	1	1965	1985	1
"MARATHON ENTERPRISES INC"	"565803"	1973	7014	1977	7014	1	1973	1977	
"MARATHON MFG CO"	"565821"	1969	7015	1978	7015	1	1969	1978	1
"MARATHON OFFICE SUPPLY INC"	"565840"	1974	7016	1988	7016	1	1974	1988	
"MARATHON OIL CORP"	"565849"	1950	7017	2006	7017	1	1950	2006	
"MARCADE GROUP INC"	"566139"	1973	7018	1992	7018	1	1973	1992	0
"MARCO DENTAL PRODUCTS INC"	"566248"	1975	7019	1979	7019	1	1975	1979	
"ARIL GROUP INC"	"040394"	1984	7020	1989	7020	1	1984	1989	
"MARCOR INC"	"566319"	1973	7021	1985	7021	1	1973	1985	
"MARCUS CORP"	"566330"	1972	7022	2005	7022	1	1972	2005	
"MARCUS (HERMAN) INC"	"566345"	1974	7023	1978	7023	1	1974	1978	
"MAREMONT CORP"	"566472"	1950	7024	1978	7024	1	1950	1978	1
"MARGAUX INC"	"566600"	1982	7025	1994	7025	1	1982	1994	
"MARGO'S LAMODE INC"	"566608"	1974	7026	1978	7026	1	1974	1978	0
"MARHOEFER PACKING CO INC"	"566625"	1974	7027	1977	7027	1	1974	1977	0
"MARIFARMS INC  -OLD"	"567811"	1974	7028	1980	7028	1	1974	1980	
"MARINDUQUE MNG & INDL  -CL B"	"568100"	1966	7029	1983	7029	1	1966	1983	0
"MARINE COLLOIDS INC"	"568231"	1972	7030	1976	7030	1	1972	1976	1
"MARINE CORP-WISC"	"568236"	1963	7031	1986	7031	1	1963	1986	
"MARINE MIDLAND BANKS"	"568287"	1959	7032	1986	7032	1	1959	1986	1
"MARINE NUTRITIONAL SYSTEMS"	"568415"	1978	7033	1979	7033	1	1978	1979	
"MARINE PETROLEUM TRUST"	"568423"	1974	7034	2006	7034	1	1974	2006	
"MARINE PROTEIN CORP"	"568434"	1974	7035	1977	7035	1	1974	1977	
"MARINE RESOURCES INC"	"568440"	1974	7036	1978	7036	1	1974	1978	1
"MARINE TRANSPORT LINES INC"	"568446"	1981	7037	1988	7037	1	1981	1988	
"MARINELAND OF THE PACIFIC"	"568449"	1960	7038	1969	7038	1	1960	1969	0
"MARION CORP"	"568695"	1970	7039	1984	7039	1	1970	1984	1
"MARION MERRELL DOW INC"	"569790"	1965	7040	1994	7040	1	1965	1994	1
"MARITIME FRUIT CARRIERS-CL A"	"570323"	1967	7042	1974	7042	1	1967	1974	
"MARK CONTROLS CORP-OLD"	"570385"	1963	7044	1986	14469	1	1963	1986	1
"MARK IV INDUSTRIES INC"	"570387"	1973	7045	1999	7045	1	1973	1999	1
"MARK PRODUCTS INC"	"570408"	1971	7046	1983	7046	1	1971	1983	1
"MARK TWAIN MARINE INC"	"570485"	1974	7047	1982	7047	1	1974	1982	1
"MARKET FACTS INC"	"570559"	1968	7049	1998	7049	1	1968	1998	
"MARKETING SYSTEMS OF AMERICA"	"570608"	1984	7050	1994	7050	1	1984	1994	
"MARKITE CORP"	"570646"	1960	7051	1969	7051	1	1960	1969	
"UPWARD TECHNOLOGY CORP"	"916886"	1974	7053	1996	7053	1	1974	1996	
"MARLEY CO OLD"	"57199Y"	1971	7055	1980	14899	1	1971	1980	1
"MARLIN OIL CO"	"571182"	1981	7056	1984	7056	1	1981	1984	
"MARMON GROUP INC-OLD"	"571307"	1960	7057	1970	7058	1	1960	1970	1
"MARMON GROUP INC"	"571308"	1976	7058	1985	7058	2	1976	1985	1
"MARQUEST MEDICAL PRODS INC"	"571431"	1982	7059	1996	7059	1	1982	1996	1
"MARQUEST RESOURCES  -CL A"	"571432"	1983	7060	1987	7060	1	1983	1987	0
"MARQUETTE CO"	"571443"	1950	7061	1975	7061	1	1950	1975	
"MARQUETTE CORP"	"571460"	1960	7062	1969	7062	1	1960	1969	
"HOST HOTELS & RESORTS INC"	"44107P"	1950	7063	2006	7063	1	1950	2006	
"MARS STORES INC"	"571726"	1974	7064	1987	7064	1	1974	1987	
"MARSH & MCLENNAN COS"	"571748"	1962	7065	2006	7065	1	1962	2006	1
"MARSH SUPERMARKETS  -CL B"	"571783"	1962	7066	2005	7066	1	1962	2005	
"MARSHALL & ILSLEY CORP"	"571834"	1969	7067	2006	7067	1	1969	2006	1
"MARSHALL FIELD & CO"	"572342"	1950	7068	1981	7068	1	1950	1981	
"FOOD FORMULA ONE INC"	"344752"	1971	7069	1981	7069	1	1971	1981	
"MARSHALL INDUSTRIES"	"572393"	1960	7070	1998	7070	1	1960	1998	
"MARTEK INVESTORS INC"	"573057"	1964	7071	1982	7071	1	1964	1982	
"MARTHA WHITE FOODS INC"	"573088"	1963	7072	1974	7072	1	1963	1974	1
"MARTIN BROWER CORP"	"573173"	1968	7073	1971	7073	1	1968	1971	
"MARTIN LAWRENCE LTD EDITIONS"	"573269"	1983	7074	1995	7074	1	1983	1995	
"MARTIN MARIETTA ALUM INC"	"573272"	1979	7075	1983	7075	2	1979	1983	
"MARTIN MARIETTA ALUM INC-OLD"	"573272"	1955	7076	1973	7075	1	1955	1973	
"MARTIN MARIETTA CORP"	"572900"	1957	7077	1993	7077	1	1957	1993	1
"MARTIN PROCESSING INC"	"573350"	1973	7078	1986	7078	1	1973	1986	1
"MARTINEZ & MURPHEY INC"	"573390"	1983	7079	1989	7079	1	1983	1989	0
"MARVA INDUSTRIES INC"	"573828"	1974	7080	1979	7080	1	1974	1979	
"MARY KAY CORP"	"573888"	1968	7081	1992	7081	1	1968	1992	1
"MARYLAND CUP CORP"	"574055"	1956	7082	1982	7082	1	1956	1982	1
"MNC FINANCIAL INC"	"553107"	1963	7083	1992	7083	1	1963	1992	
"MARYLAND SHIPBUILDERS&DRYDOC"	"574174"	1960	7084	1972	7084	1	1960	1972	0
"MASCO CORP"	"574599"	1950	7085	2006	7085	1	1950	2006	1
"METALDYNE CORP"	"59199X"	1984	7086	2005	7086	1	1984	2005	1
"MASLAND (C.H.) & SONS"	"574803"	1964	7087	1985	29087	1	1964	1985	1
"MASONEILAN INTERNATIONAL INC"	"575369"	1971	7088	1976	7088	1	1971	1976	1
"MASONITE CORP"	"575379"	1950	7089	1983	20696	1	1950	1983	1
"MASS MERCHANDISERS INC"	"575418"	1955	7090	1984	7090	1	1955	1984	
"MASSMUTUAL MTG & RLTY INVS"	"575421"	1971	7091	1984	7091	1	1971	1984	0
"CONCURRENT COMPUTER CP"	"206710"	1984	7092	2006	7092	1	1984	2006	1
"MASSACHUSETTS ELECTRIC CO"	"575634"	1964	7093	1998	7093	1	1964	1998	
"MASSENGILL S E CO"	"576199"	1965	7094	1970	7094	1	1965	1970	
"VARITY CORP"	"92224R"	1950	7099	1995	7099	1	1950	1995	1
"MASSTOR SYSTEMS CORP"	"576300"	1982	7101	1993	7101	1	1982	1993	0
"MAST/KEYSTONE INC"	"576310"	1983	7102	1992	7102	1	1983	1992	
"MASTERCRAFT LITHOGRAPHERS"	"576378"	1973	7103	1985	7103	1	1973	1985	
"MASTERS ENERGY CORP"	"576411"	1980	7104	1984	7104	1	1980	1984	
"MASTERS INC"	"576412"	1968	7105	1980	7105	1	1968	1980	
"VALPEY-FISHER CORP"	"920344"	1960	7106	2006	7106	1	1960	2006	0
"MATERIAL SCIENCES CORP"	"576674"	1983	7107	2006	7107	1	1983	2006	1
"MATERIALS RESEARCH"	"576680"	1969	7108	1988	7108	1	1969	1988	1
"MATHEMATICA INC"	"576714"	1971	7109	1982	7109	1	1971	1982	0
"MATHEMATICAL APPLICATIONS GP"	"576718"	1973	7110	1986	7110	1	1973	1986	1
"MATRIX CORP-DEL"	"576828"	1964	7111	1969	7111	1	1964	1969	1
"MATRIX CORP-N J"	"576829"	1960	7112	1988	7112	1	1960	1988	
"MATRIX SCIENCE CORP"	"576850"	1980	7113	1987	7113	1	1980	1987	1
"MATSUSHITA ELECTRIC  -ADR"	"576879"	1969	7114	2005	7114	1	1969	2005	1
"MATTEL INC"	"577081"	1950	7116	2006	7116	1	1950	2006	1
"MAUI LAND & PINEAPPLE CO"	"577345"	1968	7117	2006	7117	1	1968	2006	1
"MAUL BROTHERS INC"	"577353"	1962	7118	1976	7118	1	1962	1976	
"MAUL TECHNOLOGY CORP"	"577377"	1962	7119	1980	7119	1	1962	1980	1
"MAULE INDUSTRIES INC"	"577438"	1960	7120	1975	7120	1	1960	1975	
"MAXCO INC"	"577723"	1976	7121	2005	7121	1	1976	2005	1
"MAXON INDUSTRIES INC"	"577725"	1973	7122	1989	7122	1	1973	1989	1
"MAXTOR CORP"	"577729"	1984	7123	2005	7123	1	1984	2005	1
"MAXWELL TECHNOLOGIES INC"	"577767"	1981	7124	2006	7124	1	1981	2006	1
"MAXXAM GROUP HOLDINGS INC"	"577771"	1950	7125	2001	6873	1	1950	1961	1
"MAXXUS INC"	"577775"	1974	7126	1983	7126	1	1974	1983	0
"MAY DEPARTMENT STORES CO"	"577778"	1950	7127	2004	7127	1	1950	2004	
"MAY DEPT STORES CREDIT CO"	"577781"	1974	7128	1988	7128	1	1974	1988	
"MAY ENERGY PARTNERS LTD"	"577784"	1982	7129	1985	7129	1	1982	1985	
"HALL FINANCIAL GROUP"	"406060"	1971	7130	1992	7130	1	1971	1992	
"MAYER (OSCAR) & CO"	"577896"	1950	7131	1980	7131	1	1950	1980	1
"MAX & ERMAS RESTAURANTS"	"577903"	1983	7132	2006	7132	1	1983	2006	0
"MAXICARE HEALTH PLANS"	"577904"	1982	7133	2005	7133	1	1982	2005	0
"AMARILLO MESQUITE GRILL INC"	"023014"	1983	7134	2001	7134	1	1983	2001	0
"MAYFAIR SUPER MKTS  -CL A"	"578099"	1974	7135	1988	7135	1	1974	1988	
"MAYFLOWER GROUP INC/IN"	"578349"	1974	7136	1993	7136	1	1974	1993	
"MAYNARD OIL CO"	"578444"	1971	7137	2001	7137	1	1971	2001	
"MAYS (J.W.) INC"	"578473"	1950	7138	2006	7138	1	1950	2006	
"MAYTAG CORP"	"578592"	1950	7139	2005	7139	1	1950	2005	1
"MAYMAC PETROLEUM CORP"	"578900"	1984	7140	1987	7140	1	1984	1987	0
"MCCALL CORP"	"579338"	1964	7141	1967	7141	1	1964	1967	
"MCCARTHY CO"	"579454"	1974	7142	1978	7142	1	1974	1978	
"MCCLAIN INDUSTRIES INC"	"579487"	1974	7143	2001	7143	1	1974	2001	1
"MCCOMBS CORP"	"579671"	1974	7144	1985	7144	1	1974	1985	0
"MCCORD CORP"	"579746"	1960	7145	1977	7145	1	1960	1977	1
"MCCORMICK & COMPANY INC"	"579780"	1963	7146	2006	7146	1	1963	2006	1
"MCCORMICK MORTGAGE INVESTORS"	"579798"	1974	7147	1982	7147	1	1974	1982	
"MCCRORY CORP"	"579865"	1973	7148	1994	7148	2	1973	1994	1
"MCCULLOCH PPTYS CREDIT CORP"	"579888"	1974	7149	1981	7149	1	1974	1981	
"MCCORMICK OIL & GAS CO"	"579901"	1980	7150	1983	7150	1	1980	1983	
"MCDERMOTT INTL INC"	"580037"	1950	7152	2006	7152	1	1950	2006	
"MCDONALD & CO INVESTMENTS"	"580047"	1984	7153	1997	7153	1	1984	1997	
"MCDONALD'S CORP"	"580135"	1965	7154	2006	7154	1	1965	2006	1
"MCDONNELL DOUGLAS CORP"	"580169"	1950	7155	1996	7155	1	1950	1996	1
"MCDONOUGH CO"	"580220"	1950	7156	1979	7156	1	1950	1979	1
"MAXPHARMA INC"	"577726"	1972	7157	1987	7157	1	1972	1987	0
"MCFADDIN VENTURES INC"	"580400"	1983	7158	1988	7158	1	1983	1988	0
"MCFARLAND ENERGY INC"	"580432"	1976	7159	1996	7159	1	1976	1996	
"MCGILL MANUFACTURING CO INC"	"580526"	1974	7160	1989	7160	1	1974	1989	1
"MCGRATH RENTCORP"	"580589"	1983	7161	2006	7161	1	1983	2006	1
"MCGRAW-EDISON CO"	"580628"	1950	7162	1984	7162	1	1950	1984	1
"MCGRAW-HILL COMPANIES"	"580645"	1950	7163	2006	7163	1	1950	2006	1
"MCGREGOR CORP"	"580675"	1982	7164	1983	7164	1	1982	1983	1
"MCGREGOR-DONIGER INC-CL A"	"580679"	1956	7165	1977	7165	1	1956	1977	
"MCINTOSH CORP"	"581182"	1963	7166	1976	7166	1	1963	1976	1
"MCINTYRE MINES LTD"	"581238"	1950	7167	1987	7167	1	1950	1987	
"MCKEE CORP"	"581328"	1960	7168	1977	7168	1	1960	1977	
"MCKEE INCOME REALTY TRUST"	"581331"	1976	7169	1990	7169	1	1976	1990	
"MCKEON LIQUIDATION"	"581552"	1971	7170	1980	7170	1	1971	1980	
"MCKESSON CORP"	"58155Q"	1961	7171	2006	7171	1	1961	2006	1
"MCLAIN GROCERY CO"	"581756"	1973	7172	1980	7172	1	1973	1980	
"MCLEAN INDUSTRIES INC"	"582087"	1983	7173	1986	7173	1	1983	1986	
"MCLEAN TRUCKING CO"	"582103"	1950	7174	1981	7174	1	1950	1981	
"MCLOUTH STEEL CORP"	"582273"	1950	7175	1980	7175	1	1950	1980	
"MCMORAN OIL & GAS CO"	"582430"	1970	7176	1980	7176	1	1970	1980	
"MCNEIL CORP"	"582562"	1960	7177	1985	7177	1	1960	1985	1
"MCQUAY INC"	"582699"	1960	7178	1983	7178	1	1960	1983	1
"MCRAE INDUSTRIES  -CL A"	"582757"	1974	7179	2006	7179	1	1974	2006	0
"MEAD CORP"	"582834"	1950	7180	2000	7180	1	1950	2000	1
"MEANS SERVICES INC"	"583393"	1961	7181	1981	7181	1	1961	1981	
"MEASUREX CORP"	"583432"	1972	7182	1996	7182	1	1972	1996	1
"MECHANICAL TECHNOLOGY INC"	"583538"	1974	7183	2006	7183	1	1974	2006	1
"MECHANICS BUILDING MATERIALS"	"583620"	1973	7184	1979	7184	1	1973	1979	
"GENCOR INDUSTRIES INC"	"368678"	1974	7185	2006	7185	1	1974	2006	1
"MEDCO HEALTH SOLUTIONS INC"	"58405U"	1985	7186	2006	7186	1	1985	2006	1
"MED-PAK CORP"	"584015"	1973	7187	1979	7187	1	1973	1979	1
"U S HEALTH RESOURCES CORP"	"912042"	1982	7188	1986	7188	1	1982	1986	
"MEDALIST INDS"	"584020"	1966	7189	1995	7189	1	1966	1995	1
"MEDALLION GROUP INC"	"584025"	1961	7190	1978	7190	1	1961	1978	
"MEDALLION LEISURE CORP"	"584026"	1972	7191	1974	7191	1	1972	1974	
"INTEGRAL VISION INC"	"45811H"	1982	7192	2006	7192	1	1982	2006	1
"MEDCO CENTERS INC"	"584052"	1974	7193	1979	7193	1	1974	1979	
"MEDCO GROUP INC"	"584053"	1983	7194	1992	7194	1	1983	1992	
"MEDCO JEWELRY CORP"	"584057"	1960	7195	1982	7195	1	1960	1982	
"MEDCO RESEARCH INC"	"584059"	1984	7196	1998	7196	1	1984	1998	1
"MEDCOM INC"	"584061"	1968	7197	1981	7197	1	1968	1981	1
"MEDCOR INC"	"584065"	1974	7198	1980	7198	1	1974	1980	1
"MEDEX INC -REDH"	"58499Z"	1979	7199	2003	7199	1	1979	2003	1
"MEDFIELD CORP"	"584118"	1966	7200	1978	7200	1	1966	1978	0
"MEDFORD CORP"	"584139"	1970	7201	1983	7201	1	1970	1983	
"MEDI INC"	"584384"	1974	7202	1979	7202	1	1974	1979	
"MEDIA GENERAL  -CL A"	"584404"	1966	7203	2006	7203	1	1966	2006	
"MEDIA HORIZIONS  -CL A"	"584408"	1974	7204	1985	7204	1	1974	1985	0
"MEDICAL ACTION INDUSTRIES"	"58449L"	1984	7205	2005	7205	1	1984	2005	
"MEDICAL CARE AMERICA"	"58450C"	1982	7206	1993	7206	1	1982	1993	
"MEDICAL COMPUTER SYSTEMS INC"	"584553"	1971	7207	1976	7207	1	1971	1976	
"COMPEX TECHNOLOGIES INC"	"204513"	1980	7208	2005	7208	1	1980	2005	
"MEDICAL SYSTEMS INC"	"584625"	1974	7209	1977	7209	1	1974	1977	
"MEDICALODGES INC"	"584641"	1974	7210	1979	7210	1	1974	1979	0
"MEDICARE-GLASER CORP"	"584645"	1983	7211	1987	7211	1	1983	1987	
"MEDICATION SERVICES INC"	"584646"	1983	7212	1984	7212	1	1983	1984	1
"MEDICINE SHOPPE INTL INC"	"584686"	1983	7213	1994	7213	1	1983	1994	
"MEDINET INC"	"584895"	1984	7214	1987	7214	1	1984	1987	
"MEDICAL DYNAMICS INC"	"584900"	1979	7215	2000	7215	1	1979	2000	1
"MEDIQ INC"	"584906"	1981	7216	1999	7216	1	1981	1999	
"MEDICAL GRAPHICS CORP"	"584907"	1981	7217	1998	7217	1	1981	1998	1
"MEDICAL ELEC CORP OF AMERICA"	"584910"	1983	7218	1986	7218	1	1983	1986	
"MEDCHEM PRODUCTS INC"	"584911"	1984	7219	1994	7219	1	1984	1994	1
"MEDIFLEX SYSTEMS"	"584914"	1983	7220	1983	7220	1	1983	1983	1
"MEDIPLEX GROUP INC"	"584945"	1982	7221	1993	7221	1	1982	1993	
"MEDIVIX INC"	"584917"	1983	7222	1990	7222	1	1983	1990	0
"MEGATRONICS INC"	"584927"	1983	7223	1985	7223	1	1983	1985	1
"MEDLINE INDUSTRIES INC"	"585015"	1973	7224	1976	7224	1	1973	1976	1
"MEDSECURE GROUP INC"	"585043"	1974	7225	1982	7225	1	1974	1982	0
"MEDSERCO INC"	"585048"	1974	7226	1980	7226	1	1974	1980	0
"MEDSTAT GROUP INC"	"585051"	1984	7227	1993	7227	1	1984	1993	0
"MEDTRONIC INC"	"585055"	1962	7228	2006	7228	1	1962	2006	1
"MEDUSA CORP"	"585072"	1950	7229	1997	7229	1	1950	1997	1
"MEENAN OIL INC"	"585136"	1973	7230	1983	7230	1	1973	1983	0
"MEGA CORP"	"585142"	1974	7231	1982	7231	1	1974	1982	1
"MEGADATA CORP"	"585145"	1973	7232	2006	7232	1	1973	2006	1
"MEGASYSTEMS INC"	"585150"	1966	7233	1971	7233	1	1966	1971	1
"MEGATECH CORP"	"585160"	1974	7234	2003	7234	1	1974	2003	1
"MEGO INTERNATIONAL"	"585163"	1970	7235	1980	7235	1	1970	1980	
"MEISTER BRAU INC"	"585310"	1966	7236	1971	7236	1	1966	1971	
"MELLON FINANCIAL CORP"	"58551A"	1962	7238	2006	7238	1	1962	2006	1
"MELRIDGE INC"	"585552"	1984	7239	1986	7239	1	1984	1986	0
"MELTON DRILLING & EXPL CO"	"585718"	1981	7240	1986	7240	1	1981	1986	
"CVS CAREMARK CORP"	"126650"	1950	7241	2006	7241	1	1950	2006	
"MEM CO"	"585871"	1965	7242	1995	7242	1	1965	1995	1
"MEDISCIENCE TECHNOLOGY CORP"	"585901"	1974	7243	2005	7243	1	1974	2005	1
"MEMOREX CORP"	"586005"	1965	7244	1980	23004	1	1965	1980	1
"MEMRY CORP"	"586263"	1984	7245	2006	7245	1	1984	2006	1
"BOGEN CORP"	"097190"	1983	7246	1993	61392	1	1983	1993	
"MEMTEK CORP"	"586267"	1980	7247	1989	7247	1	1980	1989	1
"MENASCO MFG CO"	"586447"	1960	7248	1976	7248	1	1960	1976	1
"MENDON LEASING CORP"	"586643"	1974	7249	1978	7249	1	1974	1978	
"MENTOR CORP"	"587188"	1974	7250	2006	7250	1	1974	2006	1
"MENTOR GRAPHICS CORP"	"587200"	1984	7251	2006	7251	1	1984	2006	1
"MERCANTILE BANCORPORATION"	"587342"	1963	7252	1998	7252	1	1963	1998	
"MERCANTILE BANKSHARES CORP"	"587405"	1978	7253	2006	7253	1	1978	2006	
"MERCANTILE STORES CO INC"	"587533"	1950	7254	1997	7254	1	1950	1997	
"MERCHANTS INC"	"588602"	1950	7255	1978	7255	1	1950	1978	
"MERCHANTS NATIONAL CORP"	"589152"	1978	7256	1991	7256	1	1978	1991	
"MERCK & CO"	"589331"	1950	7257	2006	7257	1	1950	2006	1
"MERCURY ENTERTAINMENT CORP"	"589386"	1983	7258	1990	7258	1	1983	1990	
"MEREDITH CORP"	"589433"	1950	7260	2006	7260	1	1950	2006	1
"MERIDIAN BANCORP INC"	"589580"	1978	7261	1995	7261	1	1978	1995	
"MERIDIAN INDUSTRIES INC"	"589642"	1971	7262	1976	7262	1	1971	1976	1
"MERIDIAN INVESTING & DEV CP"	"589646"	1974	7263	1980	7263	1	1974	1980	
"MERIT CLOTHING CO"	"589875"	1973	7264	1983	7264	1	1973	1983	
"MERIT ENERGY"	"589900"	1980	7265	1986	7265	1	1980	1986	
"MERLE NORMAN COSMETICS INC"	"590103"	1967	7266	1972	7266	1	1967	1972	1
"MERRILL LYNCH & CO INC"	"590188"	1970	7267	2006	7267	1	1970	2006	1
"MERRIMAC INDUSTRIES INC"	"590262"	1981	7268	2005	7268	1	1981	2005	1
"MERRIMACK FMRS EXCHANGE INC"	"590298"	1974	7269	1981	7269	1	1974	1981	
"MERRITT CHAPMAN & SCOTT CORP"	"590426"	1950	7270	1969	7270	1	1950	1969	
"MERRY COMPANIES INC"	"590434"	1974	7271	1979	7271	1	1974	1979	
"MERRY-GO-ROUND ENTERPRISES"	"590436"	1982	7272	1994	7272	1	1982	1994	
"MERRY LAND & INVESTMENT CO"	"590438"	1981	7273	1997	7273	1	1981	1997	
"MERVYNS"	"590476"	1971	7274	1977	7274	1	1971	1977	0
"MESA LABORATORIES INC"	"59064R"	1982	7275	2005	7275	1	1982	2005	1
"MESA INC"	"590911"	1964	7276	1996	7276	1	1964	1996	1
"MESA ROYALTY TRUST"	"590660"	1980	7277	2006	7277	1	1980	2006	
"MAIR HOLDINGS INC"	"560635"	1982	7278	2005	7278	1	1982	2005	
"MESABI TRUST"	"590672"	1972	7279	2005	7279	1	1972	2005	
"MESTA MACHINE CO"	"590825"	1950	7280	1981	7280	1	1950	1981	1
"MET-PRO CORP"	"590876"	1968	7281	2005	7281	1	1968	2005	1
"METAGRAPHIC SYSTEMS INC"	"591034"	1974	7282	1981	7282	1	1974	1981	1
"METAL ARTS CO INC"	"591052"	1980	7283	2001	7283	1	1980	2001	1
"JILLIANS ENTERTAINMENT CORP"	"477420"	1984	7284	1996	7284	1	1984	1996	0
"METALFAB INC"	"591163"	1962	7285	1971	7285	1	1962	1971	1
"METALIZED CERAMICS CORP"	"591240"	1971	7286	1976	7286	1	1971	1976	
"TIANRONG INTERNET PRDS & SRV"	"886307"	1974	7287	1997	7287	1	1974	1997	1
"METALLURGICAL PROCESSING CP"	"591282"	1974	7288	1979	7288	1	1974	1979	
"METALS TECHNOLOGY INTL INC"	"591323"	1980	7289	1981	7289	1	1980	1981	
"METEX CORP"	"591503"	1966	7290	1987	7290	1	1966	1987	1
"METHODE ELECTRONICS  -CL A"	"591520"	1965	7291	2005	7291	1	1965	2005	1
"METPATH INC"	"591590"	1970	7292	1981	7292	1	1970	1981	1
"METRIDATA COMPUTING INC"	"591597"	1974	7293	1977	7293	1	1974	1977	0
"METRO INTERNATIONAL INC"	"591623"	1978	7294	1979	7294	1	1978	1979	
"DRYCLEAN USA INC"	"262432"	1980	7295	2006	7295	1	1980	2006	0
"METROCARE INC"	"591648"	1969	7296	1984	7296	1	1969	1984	0
"METROMAIL CORP  -OLD"	"591678"	1982	7297	1985	63293	1	1982	1985	0
"METROMEDIA INC"	"591690"	1956	7298	1983	7298	1	1956	1983	1
"METRO CONS INDS INC-OLD"	"591846"	1963	7299	1977	7299	1	1963	1977	
"UNITED CAPITAL CORP"	"909912"	1982	7300	2006	7300	1	1982	2006	
"METROPOLITAN DEVELOPMENT CP"	"591877"	1974	7301	1977	7301	1	1974	1977	
"METROPOLITAN EDISON"	"591894"	1964	7302	2006	7302	1	1964	2006	
"AMERICAN RIVERS OIL CO"	"029328"	1981	7303	1998	7303	1	1981	1998	
"METRO AIRLINES INC"	"591905"	1980	7304	1996	7304	1	1980	1996	
"METROPOLITAN INDUSTRIES INC"	"592166"	1974	7305	1983	7305	1	1974	1983	1
"METROPOLITAN MAINTENANCE CO"	"592178"	1974	7306	1979	7306	1	1974	1979	
"METROPOLITAN MINES  -CL A"	"592183"	1975	7307	1997	7307	1	1975	1997	
"MEXCO ENERGY CORP"	"592770"	1974	7309	2005	7309	1	1974	2005	0
"METROPOLITN MTG & SEC  -CL A"	"59299Y"	1979	7310	2002	7310	1	1979	2002	0
"MEYERCORD CO"	"593116"	1974	7312	1978	7312	1	1974	1978	1
"MEYERS PARKING SYSTEMS INC"	"593141"	1979	7313	1987	7313	1	1979	1987	
"MICA PRODUCTS CP OF AMERICA"	"594041"	1974	7314	1977	7314	1	1974	1977	
"SIEBERT FINANCIAL CORP"	"826176"	1964	7315	2006	7315	1	1964	2006	
"MICHAELS STORES INC"	"594087"	1984	7316	2005	7316	1	1984	2005	
"MICHIGAN BELL TELEPHONE CO"	"594185"	1977	7317	1998	7317	1	1977	1998	1
"MICHIGAN CHEMICAL CORP"	"594253"	1960	7318	1971	7318	1	1960	1971	1
"MCN ENERGY GROUP INC"	"55267J"	1973	7319	2000	7319	1	1973	2000	
"MICHIGAN ENERGY RESOURCES CO"	"594477"	1958	7320	1988	7320	1	1958	1988	
"MICHIGAN GENERAL CORP"	"594517"	1967	7321	1989	7321	1	1967	1989	
"MICHIGAN NATIONAL CORP"	"594563"	1963	7322	1994	7322	1	1963	1994	
"MICHIGAN POWER CO"	"594568"	1973	7323	1991	7323	1	1973	1991	
